Site_ID|Name|WGS84_Lat|WGS84_Lon|Commod_gp|Src_Rec_No|Record_tp|Country|State|Ref_no
12161331|Sugar Run Deposit|37.09|-80.19|Ni|10154875|Prospect|United States|Virginia|4
12161332|Ipilan|8.84|117.85|Ni|10118298|Prospect|Philippines||4
12161333|Almo Lake|50.48|-94.42|Cu, Ni, Pt, Pd; Au|10097100|Prospect|Canada|Ontario|4
12161334|Zwartfontein Central Mine|-23.99|28.91|Pt, Pd; Cu, Ni|10097102|Prospect|South Africa||4
12161336|Michigan Nickel Deposits|47.24|-88.41|Ni; Cu|10121550|Prospect|United States|Michigan|4
12161337|Levack|46.64|-81.37|Ni, Co, Cu; Au, PGE, Pd, Pt, Ag|10181649|Producer|Canada|Ontario|4
12161338|Keller Deposit|33.34|-115.09|Ni|10139415|Occurrence|United States|California|4
12161339|Alexander Area Prospect|45.11|-67.46|Cu; Co, Ni|10145263|Prospect|United States|Maine|4
12161340|Gem Mine|38.27|-105.54|Ni, Ag|10142558|Past Producer|United States|Colorado|4
12161341|Elizabeth Mine|43.82|-72.33|; Co, Ni, Ag, Cu|10130553|Past Producer|United States|Vermont|4
12161342|Chistochina Glacier|63.20|-144.86|Au; Ni, PGE, Zn|10161193|Past Producer|United States|Alaska|4
12161343|Totten Mine|46.37|-81.45|Ni, Co, Ag, Au, Cu; PGE, Pt, Pd|10158064|Producer|Canada|Ontario|4
12161344|Grannis Deposit|41.73|-73.27|; Co, Ni|10142905|Past Producer|United States|Connecticut|4
12161345|Seymour Arsenic & Nickel Mine|41.37|-73.08|; Ni|10142907|Past Producer|United States|Connecticut|4
12161346|Valazoro|-21.83|47.33|Ni|10159042|Prospect|Madagascar|Fianarantsoa|4
12161347|Guy's Nickel Claims|35.61|-105.46|Ni|10175393|Occurrence|United States|New Mexico|4
12161348|Yakabindie|-27.49|120.55|Ni, Co|10159064|Prospect|Australia|Western Australia|4
12161350|Fletcher|37.46|-91.10|Pb, Cu, Ag, Zn; Cd, Ni, Co|10172109|Producer|United States|Missouri|4
12161351|Wanpaopen Ni/Cu Mine|42.49|124.50|; Cu, Ni|10206630|Producer|China|Liaoning|4
12161352|Selkirk Mine|-21.26|27.73|Ni, Co, Cu|10191560|Producer|Botswana||4
12161353|Bonne Terre Mine|37.91|-90.54|Pb, Cu, Zn; Co, Ni|10172172|Past Producer|United States|Missouri|4
12161354|Gertrude Creek Lode|65.51|-148.50|Au; Sb, Ni|10184909|Unknown|United States|Alaska|4
12161355|Unknown - Lead-Copper-Nickle-Cobalt|37.42|-90.42|Co, Cu, Pb, Ni|10172207|Past Producer|United States|Missouri|4
12161356|Unnamed Occurrence 5|63.34|-146.07|Cu; Ag, Ni, Au|10209595|Prospect|United States|Alaska|4
12161357|Redross|-31.66|121.83|Ni|10191532|Past Producer|Australia|Western Australia|4
12161358|Cc 1-68|61.70|-147.09|Au; Co, Mo, Ni, Pb, Cu, Ag, Zn|10185564|Prospect|United States|Alaska|4
12161359|Eagle Bluff|64.80|-141.19|Cu; Co, Zn, Sn, Ag, Ni, Pb, Au|10185577|Prospect|United States|Alaska|4
12161360|Weebo|-26.33|122.33|Ni|10207405|Prospect|Australia|Western Australia|4
12161361|Sherlock Bay|-20.79|117.53|Ni, Cu|10183388|Prospect|Australia|Western Australia|4
12161362|Dexing Copper Mine|28.91|117.55|Cu, Mo, Au, B, Ag; Co, pyrite, Ni, Os|10183407|Producer|China|Jiangxi [Kiangsi]|4
12161363|Undeveloped Philippine Laterites|13.99|120.00|Ni|10183426|Prospect|Philippines||4
12161364|Unknown|5.41|38.83|; Ni|10208111|Prospect|Ethiopia||4
12161365|Gomes Nickel Property|40.82|-117.52|Ni; Cu, Co, Ag, W, Au|10173585|Past Producer|United States|Nevada|4
12161366|Summers Prospect|44.60|-118.70|Ni|10201615|Unknown|United States|Oregon|4
12161367|Pipe Underground|55.48|-98.16|Ag, Co, Pt, Ni; Pd, Au, PGE|10157777|Producer|Canada|Manitoba|4
12161368|B S B  Cinder Pit|41.45|-122.27|Ni|10166102|Producer|United States|California|4
12161369|Reynold's Copper Mine|42.06|-123.75|Au; Cu, Ni|10153005|Prospect|United States|Oregon|4
12161370|Blackbird Mine|45.12|-114.34|Cu, Co, Au, Ag; Se, Ni, Bi, S|10144621|Past Producer|United States|Idaho|4
12161371|Onaping-Craig Mine|46.63|-81.38|Ni, Se, Te, Co, Cu, PGE, Ag, Au|10106770|Producer|Canada|Ontario|4
12161372|Copper Cliff North Mine|46.48|-81.06|Cu, Ag, Te, Ni, PGE, Au, Se, Co|10106771|Producer|Canada|Ontario|4
12161373|Shebandowan Mine|48.59|-90.24|Co, PGE, Se, Te, Ni, Cu|10106772|Producer|Canada|Ontario|4
12161375|Strathcona Mine|46.65|-81.36|Ni, Cu, PGE, Ag, Co, Au; Se, Te|10106874|Producer|Canada|Ontario|4
12161376|Falconbridge Mine|46.57|-80.81|Au, Cu, Ni, Pt|10106875|Producer|Canada|Ontario|4
12161377|Morning Star|48.64|-118.06|Ni|10131913|Occurrence|United States|Washington|4
12161378|Unnamed Occurrence 11|63.31|-146.03|Au; Cu, Pb, Ag, Zn, Ni|10137040|Occurrence|United States|Alaska|4
12161379|Rough and Ready Creek|42.08|-123.76|Ni|10177367|Occurrence|United States|Oregon|4
12161380|Akkarga|51.29|61.08|Co, Ni|10182709|Occurrence|Russia||4
12161381|La Victoria|-0.89|-78.70|; Ni|10182710|Prospect|Ecuador||4
12161382|Tenakee|57.99|-135.89|Ni|10185652|Prospect|United States|Alaska|4
12161383|Skillman Claim|45.45|-110.25|Au; Cu, Ni, Ag|10207435|Prospect|United States|Montana|4
12161384|Middle Campground|40.06|-121.23|Ni|10189223|Unknown|United States|California|4
12161385|Ostakhovo|50.99|39.50|Cu, Ni|10182215|Occurrence|Russia||4
12161386|Novo-Buranovo|50.79|58.25|Ni; Co|10182366|Occurrence|Kazakhstan||4
12161387|Podkolodnovo|49.98|40.66|Ni; Cu|10158140|Occurrence|Russia||4
12161389|Wellgreen Mine|61.46|-139.52|; Co, Ni, Pt, Pd, Au, Cu|10142987|Past Producer|Canada||4
12161390|Garson Mine|46.56|-81.86|Ni, Co, Cu; Au, Ag, PGE|10158181|Producer|Canada|Ontario|4
12161391|Nepoui Areasln|-17.38|165.00|Ni; Co|10159109|Producer|Territory of New Caledonia and Dependencies||4
12161392|Bluebush|-31.49|121.66|Ni|10159127|Prospect|Australia|Western Australia|4
12161393|Guintalungan Deposit|8.55|117.38|Ni|10159158|Producer|Philippines||4
12161394|Loadstar Claim|36.66|-117.89|Cu, Ni|10187658|Occurrence|United States|California|4
12161395|Unnamed|32.68|-116.18|Ni; Cu|10140787|Prospect|United States|California|4
12161398|Stobie Mine|46.53|-81.99|Ni, Co, Cu, Au, Ag; PGE, Pt, Pd|10157364|Producer|Canada|Ontario|4
12161400|Black Diamond|45.25|-110.27|; Fe, Au, Mo, Ni, Cu|10173214|Prospect|United States|Montana|4
12161401|Falconbridge East Mine|46.57|-80.78|Ni, Co, Ag, Cu, Au; PGE, Pt, Pd|10206525|Past Producer|Canada|Ontario|4
12161402|Mazza Prospect|38.16|-122.63|; Ni|10212439|Prospect|United States|California|4
12161403|Kumary|47.91|30.78|Co, Ni|10182588|Producer|Ukraine||4
12161405|Fish Bay Creek|57.33|-135.33|Ni; stone|10209499|Prospect|United States|Alaska|4
12161406|Coronado Copper|61.44|-144.47|Cu; Fe, Ni|10209503|Prospect|United States|Alaska|4
12161407|Blue Streak|55.35|-131.48|Au, Cu, Ni|10307660|Prospect|United States|Alaska|4
12161409|Flat River|37.83|-90.51|Pb, Cu, Zn; Cd, Co, Ni|10172295|Past Producer|United States|Missouri|4
12161410|Wild Rose|47.95|-121.41|Cu; As, Co, Hg, Au, Ni, Ag|10156448|Prospect|United States|Washington|4
12161411|Monarch|47.44|-120.66|Au; Co, Ni|10180013|Prospect|United States|Washington|4
12161412|Ora Banda|-30.44|121.06|Ni|10183476|Prospect|Australia|Western Australia|4
12161413|Mullen|48.68|-118.03|Ni|10204567|Occurrence|United States|Washington|4
12161414|Smith River Flat|41.89|-124.01|Ni|10211716|Unknown|United States|California|4
12161415|Stephens|47.47|-120.62|Ni|10179933|Occurrence|United States|Washington|4
12161416|Bulong|-30.74|120.83|Co, Ni|10208042|Prospect|Australia|Western Australia|4
12161417|Ohen Yuan Monet|-20.99|165.00|Ni|10208055|Unknown|Territory of New Caledonia and Dependencies||4
12161418|Falmouth Copper Deposit|43.73|-70.27|; Ni, Cu|10184080|Unknown|United States|Maine|4
12161420|Odrabash|53.99|93.00|Co; As, Ni|10142639|Occurrence|Russia||4
12161421|Yandell Mines|37.21|-88.15|; Co, diatomite, Mn, Ni, Zn|10170102|Past Producer|United States|Kentucky|4
12161423|Emma L. Mine|38.89|-105.14|Ni; Ti|10167638|Past Producer|United States|Colorado|4
12161424|Patapsco Mines|39.48|-76.87|; Co, Fe, Cu, Ni|10145484|Past Producer|United States|Maryland|4
12161425|Morro Do Niquel Mine|-22.91|-46.65|Co, Fe, Ni|10106774|Producer|Brazil|Minas Gerais|4
12161426|Trojan Mine|-17.29|31.33|Ni, Cu, Co|10106775|Producer|Zimbabwe||4
12161427|El Paso Group|58.58|-133.70|Ni; Cu|10161181|Prospect|United States|Alaska|4
12161428|North Pole|47.42|-120.71|Au; Cu, Ag, Hg, Ni|10155992|Prospect|United States|Washington|4
12161429|Bingham|48.47|-121.58|Ni|10155994|Occurrence|United States|Washington|4
12161430|Burke One Claims|38.22|-120.80|Ni|10138292|Occurrence|United States|California|4
12161432|Coyote Gap|39.78|-121.37|Ni|10211009|Unknown|United States|California|4
12161433|Great Lakes Nickel|48.07|-89.62|Cu, Ni, Au, Ag; Pd, Pt, Rh|10157120|Prospect|Canada|Ontario|4
12161434|Ngasamo Prosp|-2.32|34.83|; Mg, Ni|10183379|Unknown|Tanzania|Shinyanga|4
12161436|Goman|47.77|-120.25|Ni|10155591|Occurrence|United States|Washington|4
12161438|Unknown - Iron-Pb-Ni-Cu-Co|37.73|-90.21|Co, Cu, Fe, Pb, Ni|10147940|Past Producer|United States|Missouri|4
12161439|Carrothers-Hines Prospect|44.30|-114.41|Ni|10168387|Unknown|United States|Idaho|4
12161440|Shaft Number Two|37.74|-90.49|Co, Pb, Ni, Cu|10147969|Past Producer|United States|Missouri|4
12161441|Ore Knob Mine|36.39|-81.32|; Co, Cu, Ag, Au, Ni|10150868|Past Producer|United States|North Carolina|4
12161442|Cal-Ore Power Co.|42.40|-123.29|Ni|10152852|Unknown|United States|Oregon|4
12161443|Unnamed|40.85|-122.86|Ni|10190175|Occurrence|United States|California|4
12161444|Hardy Deposit|41.70|-73.26|; Co, Ni|10143430|Past Producer|United States|Connecticut|4
12161445|Chippewa Copper-Nickel Mine|46.57|-91.88|; Ni, Au, Cu, Ag|10156710|Prospect|United States|Wisconsin|4
12161446|Copper King|38.56|-106.32|Ni; Au|10141438|Past Producer|United States|Colorado|4
12161447|Siberia|-30.74|121.33|Co, Ni|10183526|Prospect|Australia|Western Australia|4
12161448|Fortaleza O'Toole De Minas|-20.99|-48.50|Ni, Co, Cu, S; PGE|10207267|Prospect|Brazil|Minas Gerais|4
12161449|Desolation Glacier|58.78|-137.56|Ni; Cu|10210001|Occurrence|United States|Alaska|4
12161450|Ball Eagle Prospect|47.41|-120.80|Cu; Au, Ni, Ag|10155548|Prospect|United States|Washington|4
12161451|Alta Lake|47.99|-119.94|asbestos; Cu, Ni|10155567|Unknown|United States|Washington|4
12161452|Phoenix Mine|-21.26|27.73|Ni, Cu|10208059|Producer|Botswana||4
12161453|Cooper Claim|44.78|-107.48|Ni|10205883|Occurrence|United States|Wyoming|4
12161454|Chechekuyum|64.59|-172.75|Zn, Pb, Cu, Ni|10191352|Prospect|Russia||4
12161456|Ajdyrlja|52.06|59.83|Ni|10182647|Occurrence|Russia||4
12161458|Unknown - Lead.Zinc-Copper.Cobalt|37.54|-90.14|Co, Ni, Zn, Pb, Cu|10147791|Past Producer|United States|Missouri|4
12161459|Osirio Mine|39.38|-105.39|Ni|10142195|Past Producer|United States|Colorado|4
12161460|Bi Metallic Group|44.71|-118.53|Au; Cu, Pb, Mo, Ag, Zn, Ni|10152608|Past Producer|United States|Oregon|4
12161461|Gap Nickel Mine|39.95|-76.08|; Co, Cu, Ni|10153581|Past Producer|United States|Pennsylvania|4
12161462|Nickel Dome 1&2|44.39|-117.44|Ni; asbestos|10152906|Prospect|United States|Oregon|4
12161464|Asbestos|48.10|-121.61|Ni; Co|10156501|Occurrence|United States|Washington|4
12161465|Combined Falconbridge Ni Operations|49.99|-85.00|Co, Ni, Cu|10158001|Producer|Canada|Ontario|4
12161468|Don Carlos|-16.30|-68.19|; Ni|10158039|Producer|Bolivia|La Paz|4
12161469|Unknown - Lead-Copper-Nickle-Cobalt|37.46|-90.45|Co, Cu, Pb, Ni|10219812|Past Producer|United States|Missouri|4
12161470|Kierdzhipor|69.43|30.50|Ni; Co|10182798|Occurrence|Russia||4
12161471|Vostok|69.01|30.30|Ni|10182812|Past Producer|Russia||4
12161472|Glacier Lake|63.35|-145.66|Cu; Au, Co, Ni, PGE, Ag|10185779|Occurrence|United States|Alaska|4
12161473|Szklary|50.99|16.00|; Ni|10182836|Past Producer|Poland||4
12161474|Rudnici|41.99|20.00|Ni|10182853|Producer|Macedonia||4
12161475|Chip Loy|62.16|-154.38|Cu, Ni, Co|10185825|Occurrence|United States|Alaska|4
12161477|Benbow Ni/Cu|45.35|-109.81|Ni; Co, Cu|10148865|Prospect|United States|Montana|4
12161478|Fish Lake|63.23|-146.05|Cu; Ni, PGE|10160866|Occurrence|United States|Alaska|4
12161479|Last Chance Group|44.50|-118.70|Au; Co, Ni, Zn, Ag, Pb, Cu|10176822|Prospect|United States|Oregon|4
12161482|Snow|44.62|-68.78|; Au, Ag, Pb, Sn, Ni|10145490|Unknown|United States|Maine|4
12161483|Mine La Motte #1|37.64|-90.33|Cu, Pb, Co, Ni|10147686|Past Producer|United States|Missouri|4
12161484|Nickel Mine|44.55|-70.69|Ni, Mn|10169821|Past Producer|United States|Maine|4
12161485|Clipper Mills|39.52|-121.17|Ni|10138453|Unknown|United States|California|4
12161486|Chessor Mine|35.72|-87.63|; Co, Mn, Ni|10178602|Past Producer|United States|Tennessee|4
12161487|Chinck Nickel - Cobalt Prospect|41.79|-116.30|Ni; Co, Mo, Fe, Cu|10173743|Occurrence|United States|Nevada|4
12161489|Nickelplate|48.64|-117.03|Ag; Cu, Ni, Pb, Au|10168258|Prospect|United States|Idaho|4
12161491|Meadow Creek|45.83|-115.04|Ag; Cu, Ni|10144159|Occurrence|United States|Idaho|4
12161492|Stockley Creek|66.99|-156.85|Ni|10184689|Occurrence|United States|Alaska|4
12161493|Aubuchen Shafts|37.48|-90.44|Pb, Ni, Co, Cu, Zn|10146828|Past Producer|United States|Missouri|4
12161494|Valley Springs|38.21|-120.79|Ni|10138416|Unknown|United States|California|4
12161495|Scotia|-30.24|121.75|Cu, Ni|10142323|Prospect|Australia|Western Australia|4
12161496|Standrad Drago Mine|45.48|-110.23|Au; Cu, Ni, Ag|10207482|Past Producer|United States|Montana|4
12161497|Mount Kilkenny|-29.03|121.75|Ni|10207513|Prospect|Australia|Western Australia|4
12161498|Queen Victoria Rocks|-31.33|121.16|Ni|10183573|Prospect|Australia|Western Australia|4
12161499|Aselei Copper Deposit|48.04|86.41|Cu; Au, Ni, Ag, Zn|10183584|Prospect|China|Xinjiang|4
12161501|Quartz Hill|39.63|-121.19|Ni|10235606|Unknown|United States|California|4
12161502|Wells Cobalt Prospect|44.45|-113.61|Cu; Co, Au, Ni, Ag|10184295|Prospect|United States|Idaho|4
12161503|Tundrovoe Deposit|55.61|68.76|Ni|10184182|Occurrence|Russia||4
12161504|Zapolyarnyy Mine|69.41|30.81|Cu, Ni; Pt|10184189|Occurrence|Russia||4
12161505|Blue Bonnet|47.44|-121.02|Cu; Au, Ni, Ag|10204768|Prospect|United States|Washington|4
12161506|Barro Alto|-14.83|-48.83|Ni|10206849|Producer|Brazil|Goias|4
12161507|Noyes Island|55.52|-133.64|Mo; Cu, Ni|10209774|Prospect|United States|Alaska|4
12161508|Unknown - Lead-Copper-Nickle-Cobalt|37.45|-90.45|Co, Pb, Cu, Ni|10219947|Past Producer|United States|Missouri|4
12161509|Kuan Shan|23.07|121.25|; Ni|10159188|Past Producer|Taiwan||4
12161510|Tanpa Polymetallic Ore Deposit|30.49|101.50|; Au, Cu, Ni, Zn, Pb|10159192|Unknown|China|Sichuan [Szechwan]|4
12161511|Swenning|55.56|-132.88|Ni|10209420|Prospect|United States|Alaska|4
12161512|Revelle Prospect|37.46|-90.27|Co, Cu, Ag, Ni, Pb|10196010|Prospect|United States|Missouri|4
12161513|Summit Creek|46.70|-121.51|Ni|10204724|Occurrence|United States|Washington|4
12161514|Makambal|6.58|126.00|Ni|10159292|Prospect|Philippines||4
12161515|Ulcanomo|42.39|-105.36|Au; Cu, Ni, S|10182059|Unknown|United States|Wyoming|4
12161516|Reeds Mountain Prospect|33.64|-85.08|; Co, Ni|10192030|Occurrence|United States|Georgia|4
12161517|Diamond Flat|41.96|-123.97|Ni|10187174|Unknown|United States|California|4
12161518|Adi Rassi Or Adi Nefas|15.31|39.05|; Cu, Ni, Au|10183492|Unknown|Ethiopia||4
12161520|Northern Baikal Group|57.16|110.41|Ni|10182406|Occurrence|Russia||4
12161523|Kosova Mine & Feni Smelt Operation|42.38|21.05|Ni|10182432|Producer|Slovenia||4
12161524|Morro Do Niquel Mine|-20.76|-46.86|; Fe, Ni|10182433|Producer|Brazil|Minas Gerais|4
12161525|Lobikis Mine|44.48|-70.49|Be, mica; gemstone, silica, Ni, Li|10218476|Past Producer|United States|Maine|4
12161526|Buruktal|50.83|60.76|Ni; Co|10182164|Unknown|Russia||4
12161527|Laba|44.64|40.73|Co; As, Ni|10207596|Occurrence|Russia||4
12161528|Sao Joao Do Piaui|-8.33|-42.25|Ni|10182888|Prospect|Brazil|Piaui|4
12161529|Wuntho Massif|23.91|95.68|Ni; Au|10207176|Prospect|Myanmar||4
12161530|Nizhne-Mamon Fields|50.16|40.51|Cu, Ni|10207203|Occurrence|Russia||4
12161531|Long|-31.16|121.83|Cu, Ni|10182919|Producer|Australia|Western Australia|4
12161532|Isabela Nickel Deposit|9.09|117.90|; Ni|10182922|Prospect|Philippines||4
12161533|Spargoville|-31.24|121.45|Ni|10207604|Producer|Australia|Western Australia|4
12161534|Meskani|33.34|53.46|; Co, Ni, Cu|10207225|Past Producer|Iran|Esfahan|4
12161535|Unknown - Lead.Zinc.Copper-Cobalt|37.54|-90.26|Co, Zn, Ni, Pb, Cu|10219936|Past Producer|United States|Missouri|4
12161537|Flaming Arrow Prospect|38.09|-120.33|; Ni|10141912|Unknown|United States|California|4
12161539|Kaula Kotselvaara|69.39|30.23|Cu, Ni|10206716|Producer|Russia||4
12161540|Madison Mine|37.54|-90.27|Co, Cu, Pb, Ni; pyrite|10219960|Past Producer|United States|Missouri|4
12161541|Unnamed Occurrence 10|63.29|-146.00|Au; Cu, Ni, Ag|10185729|Occurrence|United States|Alaska|4
12161542|Sultana|55.29|-132.59|Cu; Co, Fe, Ni|10209799|Prospect|United States|Alaska|4
12161543|Euboia|38.49|23.75|Ni, Co, Fe|10206776|Producer|Greece|Evvoia|4
12161544|Nonoc|9.68|125.68|Ni, Co|10183015|Past Producer|Philippines||4
12161545|Snipe Bay|56.42|-134.95|Cu, Ni; Co, Ag, PGE|10185938|Prospect|United States|Alaska|4
12161546|Ray Mine|44.33|-118.76|Ni|10225837|Past Producer|United States|Oregon|4
12161547|Unknown - Lead-Copper-Nickle-Cobalt|37.46|-90.20|Co, Cu, Ni, Pb|10183090|Past Producer|United States|Missouri|4
12161548|Unknown - Lead-Copper-Nickle-Cobalt|37.44|-90.41|Co, Cu, Pb, Ni|10196070|Past Producer|United States|Missouri|4
12161549|Black Republican|47.61|-120.68|Nb; Co, Ni|10204104|Unknown|United States|Washington|4
12161550|Higdon Mine|37.60|-90.14|Pb, Cu, Zn; Co, Ni|10219296|Prospect|United States|Missouri|4
12161551|Clay County Nickel Prospect|47.03|-96.46|Ni|10195410|Occurrence|United States|Minnesota|4
12161552|Wheatley Mine|40.10|-75.51|; Sb, Pb, Zn, Ag, Ni, Mo, Cu, As, Co, Cd|10201170|Past Producer|United States|Pennsylvania|4
12161553|Unknown - Lead-Cobalt-Nickel-Copper|37.74|-90.10|Co, Cu, Pb, Ni|10221071|Past Producer|United States|Missouri|4
12161554|Gag Island|-0.24|129.53|Ni, Co|10207236|Prospect|Indonesia||4
12161555|Noel Prospect|-21.29|28.50|; Ni|10183507|Unknown|Zimbabwe||4
12161556|Eastern Ortoaivi|69.43|30.50|Ni|10207262|Occurrence|Russia||4
12161557|Otter-Juan|-31.19|121.66|Ni|10208223|Producer|Australia|Western Australia|4
12161558|Pulga Area|39.77|-121.45|Ni|10211142|Unknown|United States|California|4
12161559|Burke Prospect|38.16|-120.78|Ni|10211150|Occurrence|United States|California|4
12161560|Sakhara|53.13|59.53|Co, Ni|10157966|Occurrence|Russia||4
12161561|North Range Shaft|46.74|-80.98|Cu, Ni|10157968|Prospect|Canada|Ontario|4
12161562|Athens|37.96|23.71|; Ni|10157975|Prospect|Greece||4
12161563|Portersfield Prospect|44.15|-69.08|; Cu, Au, Ni, Ag|10169799|Unknown|United States|Maine|4
12161564|Broxson Gulch Ultramafic|63.34|-146.08|Cu; asbestos, Ni, Co, PGE, Ag|10137174|Occurrence|United States|Alaska|4
12161565|Cliff|58.00|-136.35|Ni|10137182|Prospect|United States|Alaska|4
12161566|Blue Streak|55.34|-131.48|Au; Cu, Ni|10137185|Prospect|United States|Alaska|4
12161568|Crocodile River|-25.49|27.49|Pt, Cu, Au, Ni; Ir, Os, Ru, Rh, Pd|10183140|Producer|South Africa||4
12161569|Unnamed Nickel Deposit|45.09|-112.38|Ni|10221327|Occurrence|United States|Montana|4
12161570|Infanta|8.51|117.75|Ni, Co|10183153|Prospect|Philippines||4
12161571|Lac Des Iles|49.18|-89.57|PGE, Pd, Pt, Cu, Ni, Au|10182094|Producer|Canada|Ontario|4
12161572|Fraser|46.66|-81.35|Ni, Cu; Co, Pt, PGE|10183203|Producer|Canada|Ontario|4
12161573|Boulder River Nickel Prospect|45.46|-110.20|Ni; Co, Ag, Au, Cu|10173430|Prospect|United States|Montana|4
12161574|Blair|-31.08|121.41|Ni|10207952|Producer|Australia|Western Australia|4
12161575|Empress Mine|-18.49|29.45|Ni, Co, Cu; Pd, Pt|10207823|Past Producer|Zimbabwe||4
12161576|You and I Claim|44.98|-118.78|Ni; Co|10177032|Prospect|United States|Oregon|4
12161577|Wallis Soapstone Pit|34.72|-92.59|; Ni, talc|10211545|Prospect|United States|Arkansas|4
12161578|Bowers-Campbell Property|38.65|-78.79|; Cd, Zn, Sb, Ni, Pb, pyrite, Ga, Cu, Co, As|10179722|Prospect|United States|Virginia|4
12161579|Chester County Mine|40.10|-75.52|; Sb, As, Cd, Zn, Pb, Cu, Ni, Mo, Co|10177995|Past Producer|United States|Pennsylvania|4
12161580|Shangani|-20.09|29.00|Ni, Co, Cu|10183110|Producer|Zimbabwe||4
12161581|Unknown - Lead-Cobalt-Copper-Nickel|37.58|-90.43|Co, Ni, Cu, Pb|10196091|Past Producer|United States|Missouri|4
12161582|Bluebird Cobalt|33.05|-110.31|Co, As, Cu, Pb, Au, Ni|10186601|Past Producer|United States|Arizona|4
12161583|Nickel Magnesium Group|36.37|-120.73|Ni|10213258|Occurrence|United States|California|4
12161584|Mirona|69.43|30.50|Ni; Au, Ag|10207325|Occurrence|Russia||4
12161585|Hitura|63.98|24.94|Cu, Ni|10182503|Producer|Finland||4
12161586|Linda Nickel|57.95|-136.39|Ni|10185467|Prospect|United States|Alaska|4
12161587|Harriman Prospect|44.16|-69.24|Ni, Co, Cu|10218361|Prospect|United States|Maine|4
12161588|Mouat Nickel-Copper|45.37|-109.89|Ni, Co, Cu, S|10221297|Prospect|United States|Montana|4
12161589|Mystery Lake|55.83|-97.76|Ni, Co, Au, Ag; Cu, PGE, Pt, Pd|10230046|Prospect|Canada|Manitoba|4
12161590|Stephens|48.43|-122.16|Ni|10204366|Occurrence|United States|Washington|4
12161591|Three Cripples Mine|42.39|-105.36|Ni; Au, Cu|10230065|Prospect|United States|Wyoming|4
12161592|Holguin Province|20.89|-76.25|Ni; Co|10206109|Producer|Cuba||4
12161593|Bird River Area Property|50.21|-95.92|; Cu, Au, Zn, Ni|10206117|Prospect|Canada|Manitoba|4
12161594|Thompson Mine|55.72|-97.85|Cu, Co, Au, Ni, Pd, S, Ag, Pt, PGE|10230126|Producer|Canada|Manitoba|4
12161595|Moa Bay|20.49|-74.66|Ni|10230128|Producer|Cuba||4
12161596|Camp Six Lookout|41.82|-123.87|Ni|10211104|Unknown|United States|California|4
12161597|Ajdarbak|51.16|58.16|Ni|10206806|Occurrence|Russia||4
12161598|Stillwater Mine|45.45|-110.08|Pd, Pt, Cu, Au, Ni; Os, Ir, Rh, Ru|10221987|Producer|United States|Montana|4
12161599|Nickel Rim|46.67|-80.80|Cu, Ni|10278702|Past Producer|Canada|Ontario|4
12161600|Unnamed Nickel Deposit|45.09|-112.42|Ni|10245894|Occurrence|United States|Montana|4
12161601|Vogts Prospect|37.74|-90.26|Cu, Pb, Ni, Zn|10196805|Prospect|United States|Missouri|4
12161602|Old Ironsides Prospect|33.16|-116.81|Ni; Co, Cu|10189611|Prospect|United States|California|4
12161603|Golden Curry Mine|46.28|-111.96|Cu, Au, Ag; Fe, Ni, silica|10196818|Past Producer|United States|Montana|4
12161604|Grayville Mine|42.85|-90.16|Zn; Cu, Pb, Ni|10205539|Past Producer|United States|Wisconsin|4
12161605|Tinaquillo|9.79|-68.30|; Ni|10208508|Prospect|Venezuela|Cojedes|4
12161606|Jumbo Mountain|48.20|-121.60|Ni|10204979|Unknown|United States|Washington|4
12161607|Humboldt King Mine|41.30|-118.52|Ag; Co, Ni, Cu|10270949|Prospect|United States|Nevada|4
12161608|Curley Nickel|37.91|-117.50|Ni|10246614|Past Producer|United States|Nevada|4
12161609|Nickel Lode Claims|45.07|-112.40|Ni|10269770|Prospect|United States|Montana|4
12161610|Great Eastern Mine|36.62|-114.14|Ni; Cu|10246660|Prospect|United States|Nevada|4
12161611|Marble Creek Prospect|45.07|-115.27|Ni; Pb, Ag, Au|10265993|Prospect|United States|Idaho|4
12161612|Unnamed Nickel|44.96|-112.48|Ni|10269827|Occurrence|United States|Montana|4
12161613|Kilembe|0.23|30.01|Cu; Co, Au, S, Ni|10183219|Past Producer|Uganda||4
12161614|Kettara Mines|31.80|-8.00|; Ni|10183240|Producer|Morocco|Marrakech|4
12161615|Renzy Mine|46.81|-76.70|; Cu, Ni|10157872|Past Producer|Canada|Quebec|4
12161616|Standard Mine|44.54|-118.68|; As, Co, Cu, Fe, Ni, S, Ag, Au|10201736|Past Producer|United States|Oregon|4
12161617|Strathcona Mine|46.63|-81.30|Ni, Co, Au, Cu, Ag; Pd, Pt, PGE|10158290|Producer|Canada|Ontario|4
12161618|Holden Mine|48.19|-120.78|Cu, Zn, Au, Ag; As, Pb, Ni, U|10180545|Past Producer|United States|Washington|4
12161619|Ioko-Dovyren|57.16|110.41|Ni|10158345|Occurrence|Russia||4
12161620|Wolverine|48.47|-120.55|Au; Cu, Ni, Ag|10180410|Unknown|United States|Washington|4
12161621|Iron Creek|48.14|-118.62|Ni; Ag, Zn, Au, Pb|10155474|Past Producer|United States|Washington|4
12161622|San Felipe|20.99|-78.00|Ni, Co|10158394|Prospect|Cuba|Camaguey|4
12161623|Granite Falls|48.03|-121.91|Ni; Hg|10204392|Prospect|United States|Washington|4
