stationname,latdeg,latmin,londeg,lonmin,elevation,observedgravity,freeairanomaly,simplebougaranomaly,innerterraincorrection,totalterraincorrection,correctionextent,completebougaranomaly,isostaticresidualanomaly
ECB20,36,49.61,121,24.00,297.9,979822.34,-39.38,-49.54,0.15,1.29,D,-48.38,-33.21
ECB21,36,49.59,121,24.01,302.1,979821.94,-39.36,-49.66,0.11,1.25,D,-48.54,-33.39
ECB22,36,49.58,121,24.02,300.0,979822.00,-39.48,-49.71,0.18,1.32,D,-48.52,-33.38
ECB23,36,49.57,121,24.03,300.6,979821.88,-39.53,-49.78,0.08,1.22,D,-48.69,-33.55
ECB24,36,49.56,121,24.05,300.5,979821.85,-39.55,-49.80,0.02,1.17,D,-48.76,-33.63
ECB25,36,49.55,121,24.07,302.9,979821.53,-39.63,-49.96,0.01,1.16,D,-48.94,-33.83
ECB26,36,49.54,121,24.09,307.0,979821.09,-39.67,-50.14,0.02,1.17,D,-49.11,-34.02
ECB27,36,49.54,121,24.12,305.3,979821.07,-39.85,-50.26,0.01,1.16,D,-49.24,-34.17
ECB28,36,49.54,121,24.14,304.1,979820.96,-40.08,-50.45,0.00,1.16,D,-49.42,-34.37
ECB29,36,49.53,121,24.16,302.9,979820.84,-40.29,-50.62,0.00,1.16,D,-49.60,-34.57
ECB30,36,49.52,121,24.21,300.5,979820.69,-40.65,-50.90,0.00,1.17,D,-49.86,-34.87
ECB31,36,49.50,121,24.24,300.7,979820.46,-40.84,-51.09,0.00,1.18,D,-50.04,-35.07
ECB32,36,49.47,121,24.27,302.7,979820.27,-40.80,-51.12,0.00,1.19,D,-50.06,-35.12
ECB33,36,49.45,121,24.32,302.7,979819.97,-41.07,-51.39,0.00,1.20,D,-50.32,-35.41
ECB34,36,49.43,121,24.36,302.1,979819.86,-41.20,-51.51,0.01,1.23,D,-50.41,-35.53
ECB35,36,49.40,121,24.39,302.3,979819.76,-41.24,-51.55,0.01,1.24,D,-50.44,-35.59
ECB36,36,49.38,121,24.42,309.5,979819.09,-41.21,-51.76,0.01,1.24,D,-50.66,-35.84
ECB37,36,49.37,121,24.46,318.6,979818.32,-41.11,-51.97,0.02,1.24,D,-50.87,-36.09
ECB38,36,49.33,121,24.51,319.2,979818.02,-41.29,-52.18,0.03,1.28,D,-51.04,-36.31
ECB39,36,49.31,121,24.55,319.9,979817.77,-41.45,-52.36,0.04,1.30,D,-51.20,-36.50
ECB40,36,49.28,121,24.60,319.8,979817.58,-41.60,-52.51,0.08,1.36,D,-51.29,-36.63
ECB41,36,49.27,121,24.65,320.5,979817.32,-41.78,-52.71,0.10,1.39,D,-51.46,-36.83
ECR10,36,46.51,121,24.50,669.9,979794.96,-27.29,-50.14,0.90,3.64,D,-46.78,-32.03
ECR11,36,46.20,121,24.67,719.3,979794.87,-22.28,-46.82,0.54,3.71,D,-43.41,-28.81
ECR12,36,46.19,121,24.67,724.2,979794.78,-21.90,-46.60,0.56,3.73,D,-43.18,-28.58
ECR13,36,46.17,121,24.68,725.6,979794.84,-21.68,-46.43,0.56,3.79,D,-42.94,-28.35
ECR14,36,46.16,121,24.68,726.6,979794.92,-21.49,-46.27,0.57,3.81,D,-42.77,-28.17
ECR15,36,46.14,121,24.67,728.4,979794.83,-21.38,-46.23,0.57,3.84,D,-42.69,-28.08
ECR16,36,46.13,121,24.67,729.7,979794.79,-21.29,-46.17,0.58,3.86,D,-42.62,-28.01
ECR17,36,46.11,121,24.67,730.5,979794.80,-21.17,-46.09,0.58,3.92,D,-42.47,-27.86
ECR18,36,46.10,121,24.67,730.4,979794.92,-21.05,-45.96,0.63,4.00,D,-42.27,-27.65
ECR19,36,46.08,121,24.68,730.7,979795.02,-20.89,-45.81,0.70,4.14,D,-41.98,-27.39
ECR20,36,46.07,121,24.69,730.8,979795.18,-20.71,-45.63,0.79,4.27,D,-41.67,-27.09
ECR21,36,46.05,121,24.70,732.7,979795.17,-20.51,-45.50,0.89,4.43,D,-41.38,-26.80
ECR22,36,46.04,121,24.71,744.7,979794.56,-19.97,-45.37,0.97,4.47,D,-41.22,-26.66
ECR23,36,46.02,121,24.72,766.6,979793.47,-18.98,-45.12,1.05,4.49,D,-40.95,-26.40
ECR24,36,46.01,121,24.73,785.3,979792.41,-18.26,-45.05,1.21,4.59,D,-40.79,-26.25
ECR25,36,46.00,121,24.73,801.9,979791.56,-17.54,-44.89,1.47,4.78,D,-40.44,-25.90
EHH10,36,46.43,121,25.72,835.9,979794.84,-11.68,-40.19,1.07,4.45,D,-36.09,-22.44
EHH11,36,46.43,121,25.74,838.6,979794.87,-11.40,-40.00,1.10,4.48,D,-35.87,-22.25
EHH12,36,46.42,121,25.76,838.6,979795.08,-11.17,-39.77,1.12,4.55,D,-35.57,-21.96
EHH13,36,46.42,121,25.80,841.9,979795.27,-10.67,-39.39,1.16,4.61,D,-35.13,-21.56
EHH14,36,46.41,121,25.84,840.5,979795.76,-10.30,-38.97,1.19,4.71,D,-34.61,-21.08
EHH15,36,46.40,121,25.88,841.6,979796.12,-9.82,-38.52,1.20,4.78,D,-34.10,-20.61
EHH16,36,46.39,121,25.92,844.8,979796.45,-9.18,-37.99,1.20,4.83,D,-33.51,-20.05
EHH17,36,46.38,121,25.97,855.4,979796.32,-8.29,-37.47,1.22,4.86,D,-32.97,-19.56
EHH18,36,46.37,121,26.00,861.7,979796.34,-7.67,-37.06,1.21,4.86,D,-32.56,-19.17
EHH19,36,46.36,121,26.03,861.3,979796.74,-7.29,-36.67,1.22,4.93,D,-32.10,-18.74
EHH20,36,46.34,121,26.06,861.9,979797.19,-6.75,-36.15,1.21,5.00,D,-31.51,-18.17
EHH21,36,46.32,121,26.08,864.1,979797.69,-6.02,-35.49,1.17,5.01,D,-30.84,-17.53
EHH22,36,46.40,121,25.46,839.2,979792.22,-13.95,-42.57,0.79,3.96,D,-38.96,-25.09
EHH23,36,46.40,121,25.42,847.0,979791.38,-14.05,-42.94,0.72,3.81,D,-39.49,-25.59
EHH24,36,46.39,121,25.38,857.1,979790.51,-13.96,-43.19,0.62,3.64,D,-39.91,-25.97
EHH25,36,46.39,121,25.34,863.4,979789.99,-13.89,-43.33,0.48,3.43,D,-40.26,-26.29
EHH26,36,46.40,121,25.32,868.0,979789.63,-13.83,-43.43,0.41,3.29,D,-40.50,-26.51
EHH27,36,46.40,121,25.30,867.8,979789.46,-14.02,-43.61,0.40,3.26,D,-40.72,-26.71
EHH28,36,46.41,121,25.28,860.3,979789.66,-14.54,-43.88,0.41,3.26,D,-40.98,-26.96
EHH29,36,46.41,121,25.26,855.7,979789.72,-14.91,-44.09,0.41,3.25,D,-41.20,-27.16
EHH30,36,46.42,121,25.24,856.4,979789.48,-15.10,-44.31,0.42,3.21,D,-41.45,-27.39
EHH31,36,46.43,121,25.22,857.3,979789.13,-15.38,-44.62,0.48,3.22,D,-41.76,-27.69
EHH32,36,46.44,121,25.20,856.5,979788.91,-15.69,-44.90,0.58,3.28,D,-41.98,-27.89
EHH33,36,46.45,121,25.18,864.1,979788.26,-15.64,-45.11,0.70,3.32,D,-42.15,-28.04
EHH34,36,46.46,121,25.17,876.9,979787.34,-15.37,-45.28,0.83,3.38,D,-42.26,-28.15
EHH35,36,46.48,121,25.15,888.0,979786.35,-15.34,-45.63,0.93,3.39,D,-42.61,-28.48
EHH36,36,46.51,121,25.14,901.4,979785.23,-15.25,-45.99,1.02,3.39,D,-42.97,-28.83
EHH37,36,46.53,121,25.13,914.9,979784.17,-15.06,-46.27,1.10,3.40,D,-43.25,-29.10
EHH38,36,46.55,121,25.12,933.2,979782.83,-14.71,-46.54,1.12,3.35,D,-43.58,-29.43
EHH39,36,46.58,121,25.11,949.8,979781.59,-14.43,-46.83,1.16,3.33,D,-43.89,-29.73
EHH40,36,46.61,121,25.10,965.6,979780.42,-14.16,-47.09,1.20,3.32,D,-44.18,-30.02
EHR10,36,49.02,121,23.42,316.0,979820.90,-38.26,-49.04,0.00,1.26,D,-47.92,-32.28
EHR11,36,49.01,121,23.44,316.0,979820.84,-38.31,-49.09,0.00,1.26,D,-47.96,-32.34
EHR12,36,48.99,121,23.45,315.0,979820.93,-38.28,-49.03,0.00,1.27,D,-47.90,-32.29
EHR13,36,48.98,121,23.47,313.9,979820.99,-38.31,-49.02,0.00,1.28,D,-47.88,-32.28
EHR14,36,48.97,121,23.49,311.0,979821.18,-38.38,-48.99,0.00,1.29,D,-47.83,-32.25
EHR15,36,48.95,121,23.51,311.6,979820.99,-38.49,-49.11,0.00,1.30,D,-47.95,-32.38
EHR16,36,48.94,121,23.52,312.3,979820.85,-38.55,-49.20,0.00,1.30,D,-48.03,-32.47
EHR17,36,48.93,121,23.53,312.5,979820.77,-38.59,-49.25,0.00,1.31,D,-48.08,-32.54
EHR18,36,48.92,121,23.54,313.4,979820.57,-38.69,-49.38,0.00,1.31,D,-48.21,-32.67
EHR19,36,48.91,121,23.55,313.5,979820.48,-38.76,-49.45,0.00,1.31,D,-48.28,-32.75
EHR20,36,48.90,121,23.56,314.8,979820.36,-38.74,-49.48,0.00,1.31,D,-48.31,-32.78
EHR21,36,48.89,121,23.57,320.2,979819.92,-38.66,-49.58,0.02,1.33,D,-48.39,-32.87
EHR22,36,48.87,121,23.58,326.9,979819.41,-38.51,-49.66,0.01,1.31,D,-48.49,-32.99
EHR23,36,48.84,121,23.60,328.6,979819.19,-38.53,-49.74,0.02,1.34,D,-48.54,-33.05
EHR24,36,48.81,121,23.63,332.0,979818.88,-38.48,-49.80,0.02,1.35,D,-48.59,-33.14
EHR25,36,48.79,121,23.65,334.1,979818.70,-38.43,-49.82,0.04,1.38,D,-48.59,-33.15
EHR26,36,48.75,121,23.67,335.5,979818.52,-38.42,-49.86,0.04,1.40,D,-48.61,-33.19
EHR27,36,48.73,121,23.69,338.9,979818.24,-38.35,-49.91,0.04,1.41,D,-48.65,-33.24
EHR28,36,48.70,121,23.71,341.8,979818.03,-38.24,-49.90,0.05,1.43,D,-48.62,-33.23
EHR29,36,48.66,121,23.71,344.4,979817.95,-38.02,-49.77,0.08,1.48,D,-48.44,-33.05
EHR30,36,48.62,121,23.73,348.6,979817.73,-37.79,-49.68,0.09,1.52,D,-48.31,-32.94
EHR31,36,48.60,121,23.74,350.3,979817.60,-37.73,-49.68,0.07,1.51,D,-48.32,-32.95
EHR4A,36,49.13,121,23.39,330.7,979820.15,-37.79,-49.07,0.02,1.22,D,-47.99,-32.32
EHR5A,36,49.08,121,23.38,322.7,979820.70,-37.92,-48.93,0.01,1.24,D,-47.83,-32.15
ELR10,36,57.92,121,27.48,147.7,979853.85,-34.02,-39.06,0.00,0.97,D,-38.15,-24.09
ELR11,36,57.93,121,27.46,147.8,979853.92,-33.96,-39.00,0.00,0.98,D,-38.08,-24.00
ELR12,36,57.94,121,27.45,147.6,979853.97,-33.94,-38.97,0.00,0.98,D,-38.06,-23.97
ELR13,36,57.94,121,27.43,147.8,979854.02,-33.87,-38.91,0.00,0.98,D,-38.00,-23.90
ELR14,36,57.95,121,27.41,147.8,979854.11,-33.79,-38.84,0.00,0.98,D,-37.92,-23.81
ELR15,36,57.96,121,27.39,147.6,979854.21,-33.73,-38.76,0.00,0.99,D,-37.84,-23.70
ELR16,36,57.96,121,27.37,148.1,979854.28,-33.61,-38.66,0.00,0.99,D,-37.74,-23.59
ELR17,36,57.97,121,27.35,148.8,979854.33,-33.51,-38.58,0.00,0.99,D,-37.66,-23.50
ELR18,36,57.98,121,27.33,144.4,979854.69,-33.58,-38.50,0.00,1.00,D,-37.57,-23.39
ELR19,36,57.98,121,27.32,145.4,979854.76,-33.41,-38.37,0.00,1.00,D,-37.44,-23.25
ELR20,36,57.99,121,27.30,145.6,979854.84,-33.33,-38.30,0.00,1.01,D,-37.35,-23.15
ELR21,36,58.00,121,27.28,145.2,979854.95,-33.27,-38.22,0.00,1.01,D,-37.28,-23.05
ELR22,36,58.00,121,27.26,145.1,979855.05,-33.18,-38.13,0.00,1.01,D,-37.18,-22.94
ELR23,36,58.01,121,27.24,144.9,979855.15,-33.11,-38.06,0.00,1.01,D,-37.11,-22.85
ELR24,36,58.02,121,27.23,145.0,979855.24,-33.03,-37.97,0.00,1.02,D,-37.02,-22.76
ELR25,36,58.02,121,27.21,145.0,979855.32,-32.95,-37.89,0.00,1.02,D,-36.94,-22.66
ELR26,36,58.03,121,27.19,144.6,979855.43,-32.89,-37.82,0.00,1.02,D,-36.87,-22.57
ELR27,36,58.04,121,27.17,144.5,979855.54,-32.80,-37.73,0.00,1.03,D,-36.77,-22.46
ELR28,36,58.04,121,27.15,145.0,979855.58,-32.72,-37.66,0.00,1.03,D,-36.70,-22.37
ELR29,36,58.05,121,27.13,145.4,979855.66,-32.61,-37.57,0.00,1.03,D,-36.61,-22.26
ELR30,36,58.06,121,27.11,145.6,979855.74,-32.53,-37.50,0.00,1.04,D,-36.52,-22.15
ELR31,36,58.06,121,27.09,146.1,979855.77,-32.45,-37.44,0.00,1.04,D,-36.46,-22.08
ELR32,36,58.07,121,27.07,147.3,979855.78,-32.34,-37.37,0.00,1.04,D,-36.39,-21.99
EMC10,36,52.19,121,24.43,252.9,979828.97,-40.71,-49.34,0.00,0.88,D,-48.57,-33.64
EMC11,36,52.20,121,24.47,252.5,979829.03,-40.71,-49.32,0.00,0.88,D,-48.55,-33.64
EMC12,36,52.20,121,24.51,252.8,979829.08,-40.63,-49.25,0.00,0.88,D,-48.48,-33.60
EMC13,36,52.20,121,24.53,252.8,979829.05,-40.66,-49.28,0.00,0.88,D,-48.51,-33.65
EMC14,36,52.20,121,24.55,253.1,979829.04,-40.64,-49.27,0.00,0.88,D,-48.50,-33.65
EMC15,36,52.20,121,24.57,253.5,979829.01,-40.63,-49.28,0.00,0.87,D,-48.52,-33.69
EMC16,36,52.20,121,24.59,253.7,979829.04,-40.58,-49.24,0.00,0.87,D,-48.48,-33.67
EMC17,36,52.20,121,24.61,254.2,979829.02,-40.56,-49.23,0.00,0.87,D,-48.47,-33.67
EMC18,36,52.20,121,24.63,255.2,979828.96,-40.52,-49.23,0.00,0.87,D,-48.47,-33.69
EMC19,36,52.20,121,24.65,255.9,979828.93,-40.49,-49.21,0.00,0.87,D,-48.46,-33.69
EMC20,36,52.20,121,24.67,256.8,979828.89,-40.44,-49.20,0.00,0.87,D,-48.44,-33.69
EMC21,36,52.20,121,24.69,257.4,979828.87,-40.40,-49.18,0.00,0.87,D,-48.43,-33.70
EMC22,36,52.21,121,24.70,257.8,979828.87,-40.38,-49.17,0.00,0.87,D,-48.42,-33.69
EMC23,36,52.21,121,24.71,258.1,979828.89,-40.33,-49.14,0.00,0.87,D,-48.38,-33.66
EMC24,36,52.21,121,24.72,258.6,979828.91,-40.27,-49.09,0.00,0.87,D,-48.33,-33.62
EMC25,36,52.21,121,24.73,258.7,979828.93,-40.24,-49.06,0.00,0.87,D,-48.30,-33.59
EMC26,36,52.21,121,24.74,258.9,979828.94,-40.21,-49.04,0.00,0.87,D,-48.28,-33.59
EMC28,36,52.21,121,24.75,259.0,979828.94,-40.20,-49.03,0.00,0.87,D,-48.28,-33.60
EMC29,36,52.21,121,24.76,259.2,979828.93,-40.19,-49.03,0.00,0.87,D,-48.27,-33.59
EMC30,36,52.21,121,24.78,260.0,979828.93,-40.11,-48.98,0.00,0.87,D,-48.23,-33.57
EMC31,36,52.21,121,24.80,260.8,979828.90,-40.07,-48.96,0.00,0.87,D,-48.21,-33.56
EMC32,36,52.21,121,24.82,261.9,979828.83,-40.04,-48.97,0.00,0.87,D,-48.21,-33.58
EMC33,36,52.21,121,24.84,261.7,979828.79,-40.09,-49.02,0.00,0.86,D,-48.27,-33.65
EMC34,36,52.21,121,24.86,262.0,979828.75,-40.11,-49.04,0.00,0.86,D,-48.30,-33.69
EMC35,36,52.21,121,24.88,262.3,979828.74,-40.09,-49.03,0.00,0.86,D,-48.29,-33.70
EMC36,36,52.21,121,24.90,262.6,979828.72,-40.08,-49.04,0.00,0.86,D,-48.29,-33.72
EMC37,36,52.21,121,24.92,262.6,979828.72,-40.08,-49.04,0.00,0.86,D,-48.29,-33.74
EMC38,36,52.21,121,24.94,262.7,979828.64,-40.15,-49.11,0.00,0.86,D,-48.36,-33.83
EMC39,36,52.21,121,24.96,263.4,979828.52,-40.20,-49.19,0.00,0.86,D,-48.44,-33.93
EMC40,36,52.21,121,24.98,265.2,979828.36,-40.19,-49.24,0.00,0.86,D,-48.50,-34.00
EMC41,36,52.22,121,25.01,268.9,979828.03,-40.19,-49.36,0.00,0.86,D,-48.62,-34.14
EMC42,36,52.22,121,25.05,272.6,979827.68,-40.19,-49.49,0.00,0.86,D,-48.75,-34.31
EMC43,36,52.22,121,25.09,274.2,979827.44,-40.28,-49.63,0.00,0.86,D,-48.89,-34.47
EMC44,36,52.22,121,25.13,274.6,979827.38,-40.31,-49.67,0.00,0.86,D,-48.93,-34.55
EMC45,36,52.23,121,25.16,274.1,979827.31,-40.44,-49.79,0.00,0.86,D,-49.05,-34.69
EMC46,36,52.23,121,25.21,273.3,979827.25,-40.57,-49.89,0.00,0.85,D,-49.16,-34.84
EMC47,36,52.23,121,25.26,270.6,979827.31,-40.77,-50.00,0.00,0.86,D,-49.25,-34.96
EMC48,36,52.23,121,25.30,266.9,979827.40,-41.02,-50.13,0.00,0.86,D,-49.38,-35.13
EMC49,36,52.23,121,25.34,261.5,979827.72,-41.21,-50.13,0.00,0.86,D,-49.39,-35.16
EMC50,36,52.23,121,25.39,260.3,979827.67,-41.37,-50.25,0.00,0.86,D,-49.51,-35.32
EMC51,36,52.24,121,25.43,259.7,979827.66,-41.46,-50.31,0.00,0.86,D,-49.57,-35.42
EMC52,36,52.24,121,25.47,259.8,979827.62,-41.49,-50.35,0.00,0.86,D,-49.60,-35.48
EMC53,36,52.24,121,25.57,259.5,979827.60,-41.53,-50.39,0.00,0.86,D,-49.64,-35.60
EMC54,36,52.24,121,25.69,259.8,979827.59,-41.52,-50.38,0.01,0.87,D,-49.62,-35.67
EMC55,36,52.24,121,25.73,273.0,979826.75,-41.11,-50.43,0.03,0.88,D,-49.67,-35.76
EMC56,36,52.25,121,25.88,269.4,979827.34,-40.88,-50.07,0.03,0.90,D,-49.28,-35.49
EQ100,36,59.08,121,26.45,158.0,979865.81,-22.77,-28.16,0.05,2.16,D,-26.07,-10.88
EQ101,36,46.61,121,21.69,682.0,979792.55,-28.71,-51.97,1.42,3.06,D,-49.20,-32.08
EQ102,36,46.65,121,22.15,1164.0,979760.97,-15.01,-54.71,0.55,3.53,D,-51.65,-35.00
EQ103,36,46.47,121,22.38,1244.0,979753.97,-14.23,-56.65,0.74,3.67,D,-53.49,-37.03
EQ104,36,46.27,121,22.73,1236.0,979755.66,-13.00,-55.15,0.97,3.40,D,-52.26,-36.08
EQ105,36,45.64,121,23.29,1313.0,979754.29,-6.22,-51.00,0.24,2.42,D,-49.11,-33.39
EQ106,36,45.85,121,22.37,1338.0,979748.49,-9.97,-55.60,1.23,3.89,D,-52.25,-35.76
EQ107,36,45.36,121,22.11,1320.0,979750.46,-8.98,-54.00,2.23,4.68,D,-49.86,-33.13
EQ108,36,45.18,121,22.54,1384.0,979748.29,-4.88,-52.08,1.00,3.43,D,-49.20,-32.83
EQ109,36,45.32,121,21.18,932.0,979776.71,-19.17,-50.96,0.28,1.90,D,-49.44,-31.83
EQ110,36,45.29,121,20.84,1119.0,979761.14,-17.11,-55.27,0.87,3.25,D,-52.48,-34.64
EQ111,36,45.15,121,20.57,1002.0,979767.63,-21.42,-55.59,1.03,3.06,D,-52.95,-34.86
EQ112,36,45.18,121,19.59,1028.0,979770.89,-15.76,-50.82,1.96,4.31,D,-46.93,-28.08
EQ113,36,45.98,121,19.22,1090.0,979765.86,-16.11,-53.29,2.70,4.91,D,-48.82,-29.75
EQ114,36,45.38,121,19.97,924.0,979777.07,-19.65,-51.16,0.86,2.82,D,-48.73,-30.17
EQ115,36,45.62,121,18.18,1250.0,979754.42,-11.98,-54.62,4.18,7.19,D,-47.93,-28.05
EQ116,36,48.62,121,23.34,331.0,979818.80,-38.37,-49.66,0.01,1.41,D,-48.40,-32.69
EQBHA,36,53.33,121,24.06,228.0,979834.97,-38.70,-46.48,0.01,0.87,D,-45.71,-30.38
ESR01,36,56.44,121,25.59,167.4,979849.27,-34.60,-40.31,0.00,0.86,D,-39.53,-24.69
ESR02,36,56.45,121,25.62,166.7,979849.26,-34.70,-40.38,0.00,0.86,D,-39.59,-24.76
ESR03,36,56.45,121,25.66,166.2,979849.28,-34.72,-40.39,0.00,0.85,D,-39.61,-24.80
ESR04,36,56.46,121,25.70,165.3,979849.29,-34.81,-40.45,0.00,0.85,D,-39.67,-24.89
ESR05,36,56.48,121,25.73,164.1,979849.35,-34.89,-40.49,0.00,0.85,D,-39.71,-24.94
ESR06,36,56.46,121,25.78,164.3,979849.25,-34.95,-40.55,0.00,0.85,D,-39.77,-25.05
ESR07,36,56.47,121,25.82,163.7,979849.24,-35.03,-40.61,0.00,0.86,D,-39.82,-25.12
ESR08,36,56.47,121,25.86,163.6,979849.21,-35.07,-40.65,0.00,0.86,D,-39.86,-25.19
ESR09,36,56.48,121,25.90,162.8,979849.22,-35.15,-40.70,0.00,0.86,D,-39.91,-25.26
ESR10,36,56.48,121,25.94,162.7,979849.19,-35.18,-40.73,0.00,0.86,D,-39.95,-25.34
ESR11,36,56.49,121,25.98,162.3,979849.16,-35.27,-40.80,0.00,0.86,D,-40.01,-25.42
ESR12,36,56.51,121,26.02,162.4,979849.12,-35.33,-40.87,0.02,0.88,D,-40.06,-25.49
ESR13,36,56.49,121,26.05,161.3,979849.10,-35.42,-40.92,0.00,0.85,D,-40.14,-25.59
ESR14,36,56.50,121,26.09,160.9,979849.08,-35.49,-40.98,0.00,0.85,D,-40.20,-25.68
ESR15,36,56.50,121,26.13,160.4,979849.09,-35.53,-41.00,0.00,0.85,D,-40.22,-25.72
ESR16,36,56.51,121,26.17,160.0,979849.05,-35.62,-41.08,0.00,0.85,D,-40.30,-25.83
ESR17,36,56.51,121,26.21,159.8,979849.10,-35.59,-41.04,0.00,0.85,D,-40.26,-25.82
ESR18,36,56.51,121,26.26,159.4,979849.08,-35.65,-41.09,0.00,0.86,D,-40.30,-25.89
ESR19,36,56.52,121,26.30,159.3,979849.07,-35.68,-41.12,0.00,0.85,D,-40.34,-25.96
ESR20,36,56.52,121,26.34,159.2,979849.02,-35.74,-41.17,0.00,0.85,D,-40.39,-26.03
ESR21,36,56.52,121,26.39,158.9,979849.00,-35.79,-41.21,0.00,0.85,D,-40.43,-26.11
ESR22,36,56.53,121,26.41,158.9,979849.01,-35.79,-41.21,0.00,0.85,D,-40.43,-26.12
ESR23,36,56.53,121,26.43,159.2,979848.94,-35.84,-41.27,0.00,0.85,D,-40.49,-26.19
ESR24,36,56.53,121,26.44,159.1,979848.96,-35.83,-41.25,0.00,0.85,D,-40.47,-26.18
ESR25,36,56.54,121,26.45,158.8,979848.97,-35.86,-41.27,0.00,0.85,D,-40.49,-26.20
ESR26,36,56.54,121,26.46,158.5,979848.98,-35.88,-41.28,0.00,0.85,D,-40.50,-26.22
ESR27,36,56.54,121,26.47,157.7,979849.00,-35.93,-41.31,0.00,0.85,D,-40.53,-26.26
ESR28,36,56.54,121,26.48,157.7,979849.00,-35.93,-41.31,0.00,0.85,D,-40.53,-26.27
ESR29,36,56.54,121,26.49,157.4,979848.99,-35.97,-41.34,0.00,0.85,D,-40.56,-26.30
ESR30,36,56.55,121,26.50,157.2,979848.99,-36.00,-41.36,0.00,0.85,D,-40.58,-26.32
ESR31,36,56.55,121,26.51,157.1,979848.99,-36.01,-41.37,0.00,0.85,D,-40.59,-26.34
ESR32,36,56.55,121,26.52,157.5,979848.97,-36.00,-41.37,0.00,0.85,D,-40.59,-26.34
ESR33,36,56.55,121,26.53,158.4,979848.88,-36.00,-41.40,0.00,0.85,D,-40.62,-26.38
ESR34,36,56.55,121,26.54,158.5,979848.87,-36.00,-41.41,0.00,0.85,D,-40.63,-26.40
ESR35,36,56.56,121,26.55,158.3,979848.88,-36.02,-41.42,0.00,0.85,D,-40.64,-26.42
ESR36,36,56.56,121,26.56,157.8,979848.92,-36.03,-41.41,0.00,0.85,D,-40.63,-26.41
ESR37,36,56.56,121,26.57,157.7,979848.93,-36.03,-41.41,0.00,0.85,D,-40.63,-26.42
ESR38,36,56.56,121,26.58,157.9,979848.92,-36.02,-41.41,0.00,0.85,D,-40.63,-26.42
ESR39,36,56.57,121,26.59,159.5,979848.77,-36.04,-41.48,0.02,0.87,D,-40.68,-26.48
ESR40,36,56.57,121,26.60,159.5,979848.73,-36.08,-41.52,0.05,0.90,D,-40.69,-26.49
ESR41,36,56.56,121,26.61,159.2,979848.79,-36.03,-41.46,0.00,0.85,D,-40.68,-26.49
ESR42,36,56.56,121,26.62,159.0,979848.78,-36.06,-41.48,0.00,0.85,D,-40.70,-26.53
ESR43,36,56.56,121,26.63,158.9,979848.77,-36.08,-41.50,0.00,0.85,D,-40.72,-26.56
ESR44,36,56.55,121,26.64,158.9,979848.76,-36.07,-41.49,0.00,0.85,D,-40.71,-26.55
ESR45,36,56.55,121,26.65,158.7,979848.72,-36.13,-41.54,0.00,0.85,D,-40.76,-26.61
ESR45,36,56.55,121,26.65,158.7,979848.72,-36.13,-41.54,0.00,0.85,D,-40.76,-26.61
ESR46,36,56.55,121,26.66,158.8,979848.68,-36.16,-41.58,0.00,0.85,D,-40.80,-26.65
ESR47,36,56.54,121,26.67,158.6,979848.64,-36.21,-41.62,0.00,0.85,D,-40.84,-26.70
ESR48,36,56.54,121,26.68,158.9,979848.61,-36.21,-41.63,0.00,0.85,D,-40.85,-26.73
ESR49,36,56.54,121,26.69,158.6,979848.57,-36.28,-41.69,0.00,0.85,D,-40.91,-26.79
ESR50,36,56.53,121,26.70,158.8,979848.55,-36.26,-41.68,0.00,0.85,D,-40.90,-26.79
ESR51,36,56.53,121,26.71,158.6,979848.51,-36.32,-41.73,0.00,0.85,D,-40.95,-26.84
ESR52,36,56.53,121,26.72,158.8,979848.48,-36.33,-41.75,0.00,0.84,D,-40.98,-26.88
ESR53,36,56.52,121,26.73,158.8,979848.44,-36.36,-41.78,0.00,0.84,D,-41.01,-26.92
ESR53,36,56.52,121,26.73,158.8,979848.44,-36.36,-41.78,0.00,0.84,D,-41.01,-26.92
ESR54,36,56.52,121,26.74,158.7,979848.36,-36.45,-41.86,0.05,0.89,D,-41.04,-26.96
ESR55,36,56.52,121,26.75,158.7,979848.40,-36.41,-41.82,0.00,0.84,D,-41.05,-26.98
ESR56,36,56.51,121,26.76,158.4,979848.39,-36.43,-41.84,0.00,0.84,D,-41.06,-26.99
ESR57,36,56.51,121,26.77,158.0,979848.40,-36.46,-41.85,0.00,0.84,D,-41.08,-27.02
ESR58,36,56.51,121,26.78,157.8,979848.40,-36.48,-41.86,0.00,0.84,D,-41.09,-27.04
ESR59,36,56.50,121,26.79,157.7,979848.39,-36.48,-41.86,0.00,0.84,D,-41.09,-27.04
ESR60,36,56.50,121,26.80,157.9,979848.37,-36.49,-41.87,0.00,0.84,D,-41.10,-27.06
ESR61,36,56.50,121,26.81,157.9,979848.33,-36.53,-41.91,0.00,0.84,D,-41.14,-27.11
ESR62,36,56.49,121,26.82,157.9,979848.31,-36.53,-41.92,0.00,0.84,D,-41.15,-27.13
ESR63,36,56.49,121,26.83,158.3,979848.25,-36.55,-41.95,0.00,0.84,D,-41.18,-27.16
ESR64,36,56.49,121,26.84,158.6,979848.21,-36.56,-41.97,0.00,0.84,D,-41.20,-27.19
ESR64,36,56.49,121,26.84,158.6,979848.21,-36.56,-41.97,0.00,0.84,D,-41.20,-27.19
ESR65,36,56.48,121,26.85,158.7,979848.21,-36.54,-41.95,0.00,0.84,D,-41.18,-27.18
